,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
1779,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,6,3,3,2,0,0,0,1,0,0,1,0,0,6,0.0,148992572.8637129,0.0,0.0,95202239.80249318,0.0,30771091.4975997,20299287.62732069,0.06725711429655629,993709.4580143655,6320800.309666242,0.0005992770124622117,79773939.48088014,40273672.383724004,0.0885280633812837,1403800000.0,0.0
1780,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6,6,5,1,0,1,7,5,1,0,0,2,0,0,0,0.0,215771944.13273668,0.0,10991311.641344441,77797112.44472042,0.012937999746175308,0.0,101036232.36482415,0.0,6189327.893688083,7332080.219521779,0.0038044519566555685,119348358.64629108,0.0,0.13241663385912245,589200000.0,0.0
1781,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,7,6,6,7,6,7,7,5,3,0,1,71884586.54377799,66507014.9338145,0.022090527997591126,3920085.8161624325,156873190.62123483,0.0015901690934199252,0.0,121861417.61353019,0.0,0.0,50022004.30424159,0.0,0.0,58044072.09764524,0.0,286800000.0,692.8912798840355
1782,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,2,1,5,3,1,1,2,6,4,5,7,9,8,1,2,1,7202682.504216836,140249369.74390027,0.0009480456216714131,3898247.427137691,123591808.7282773,0.0006846177555566027,0.0,103998319.23120488,0.0,0.0,64793596.51352224,0.0,0.0,81250361.8241577,0.0,785300000.0,327.149567864707
1783,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3,1,7,0,7,0,0,3,3,0,0,2,0,0,1,0.0,156394694.65186498,0.0,20572526.113147274,73315450.27094865,0.002830989876170584,34471810.25416954,50962397.12067895,0.008954243064848523,8533246.377434805,7332080.219521779,0.0006357033867971147,53046657.172137514,25037214.086173728,0.007087500233127778,604800000.0,9435.492507093652
1784,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,3,7,7,9,0,5,1,7,7,6,0,6,0,0.0,76431543.68310125,0.0,0.0,310115649.08221686,0.0,28366631.909422327,52811167.63503672,0.007444623399379711,0.0,52451265.1014088,0.0,23149834.15430337,40273672.383724004,0.0030635279881231475,596800000.0,3342.4039524264513
1785,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,9,0,0,3,7,1,0,7,0,0,4,0,0,0,0.0,120872818.04831296,0.0,21140274.841465347,128933649.86623067,0.002913456410524632,12492905.092158036,55690229.411618516,0.003335257549861889,7391006.911289384,9695195.36216505,0.000535527047535846,74741436.54961224,0.0,0.009966234264916921,302400000.0,8497.722149676705
1786,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,2,7,0,0,6,0,0,0,0,0,0,0.0,199716683.5766434,0.0,23993563.397237673,121229975.87047109,0.02767461493870077,73037727.27763791,31398797.71871161,0.15868109924063398,10362785.66233711,0.0,0.00628532289490118,42215385.7104094,0.0,0.046633177285401624,302400000.0,0.0
1787,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,7,1,0,3,0,2,7,0,0,7,0,0,7,0.0,125788764.77143934,0.0,13043471.808801373,87722647.49511826,0.015398151605382332,35957629.67774132,58768098.74581756,0.07894645733840835,4644822.8185856175,14261651.781499248,0.002795681673698356,60654431.62460467,44193513.54513965,0.06702662370491107,256100000.00000003,0.0
1788,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,0,0,0,1,0.0,101474517.63440433,0.0,19565207.71320206,38245121.951764055,0.023097227408073497,79195314.98757906,24198032.45136138,0.17262453928043475,10902126.259901615,0.0,0.006562099042983797,26298691.86462684,25037214.086173728,0.0291105845181979,302400000.0,0.0
1789,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,8,6,5,6,1,3,7,6,4,7,3,7,0,6,5,0.0,242131467.38629246,0.0,0.0,173361355.75588888,0.0,0.0,114811858.60797407,0.0,0.0,44913465.97050338,0.0,17873261.80764464,85142397.97480127,0.01989145846341785,461900000.0,0.0
1790,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0.0,135274189.70659953,0.0,567748.7283180743,90143923.5488522,0.0006872211196170678,85099895.72826698,0.0,0.18611558498449282,1809270.356433644,0.0,0.0010679582846301271,69449502.4629101,0.0,0.0765881997030787,512200000.00000006,0.0
1791,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0,4,7,1,0,3,0,0,5,0,1,1,0.0,165728610.25429183,0.0,20572526.113147274,137220471.0599543,0.023591582301421537,12492905.092158036,45324187.55237766,0.027793812915515744,7391006.911289384,11068771.68625446,0.004462725396132051,22857199.824356414,50929971.20054293,0.025643036608131838,302400000.0,0.0
1792,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,3,3,6,0,0,2,0,0,2,0,0,3,3,3,0,1,0.0,109448217.91765803,0.0,12953828.390253745,42818415.6714978,0.0018044039724539824,8388324.916899689,22167818.198803753,0.0021852790023339044,1601445.6907030847,17803345.000196747,0.00011377407227624406,0.0,58044072.09764524,0.0,538900000.0,1460.1387624617555
1793,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,4,4,5,3,0,1,6,2,5,7,1,6,0,6,1,0.0,173196108.90238762,0.0,0.0,90143923.5488522,0.0,0.0,96197621.79801805,0.0,0.0,38726525.75614601,0.0,17873261.80764464,70903162.7249229,0.01989145846341785,485000000.0,0.0
1794,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,1,3,3,7,5,7,0,0,0,5,7,5,129363808.0791223,60717312.84309486,0.11008454725322078,0.0,142447532.22446764,0.0,0.0,121872393.88035336,0.0,3435593.8694664696,0.0,0.0021400979744479113,0.0,143845340.79937303,0.0,286800000.0,0.0
1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,4,4,7,0,0,7,0,7,6,194045712.11868346,0.0,0.05944565551673921,0.0,139121779.80099735,0.0,0.0,101380159.06922092,0.0,4346753.532659475,14261651.781499248,0.0008962645800115261,3680156.6997006354,95146224.41557565,0.001467097524100809,0.0,1810.5541399494955
1796,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,1,4,3,0,3,0,0,2,7,7,4,0,0,0,0.0,141847108.73659444,0.0,1135497.4566361485,100759376.17493644,0.00020616633588512037,87955818.25616404,22167818.198803753,0.02884928506294168,0.0,47823410.90026012,0.0,61175343.502638645,0.0,0.010176420475226482,604800000.0,7720.958810153097
1797,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,7,1,4,1,7,0,0,0,0,0,0,0,0,5,0,0.0,172107283.1314149,0.0,6521735.904400687,114065823.89018795,0.0027716672889688196,85056533.62091145,0.0,0.0669397157665402,1809270.356433644,0.0,0.0003844649824668458,23149834.15430337,36676675.840294495,0.00919058396436944,512200000.00000006,3401.7140078147604
1798,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,10,4,7,0,0,0,7,0,6,6,0,0,1,1,0,0.0,271128458.66528463,0.0,32929066.068450995,0.0,0.0378839530405715,0.0,73946120.41768885,0.0,0.0,12586457.998778107,0.0,2724249.4395810077,50929971.20054293,0.003036142495082623,635500000.0,0.0
1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,3,7,2,7,0,0,0,0,7,5,64681904.03956115,68139002.95605196,0.05504227362661039,24248541.436450873,87722647.49511826,0.0277173564839278,0.0,108572713.90717748,0.0,12045622.675526898,0.0,0.007364564814258479,0.0,90595441.88119246,0.0,0.0,0.0
1800,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,6,5,0,0,0,0,0,7,5,194045712.11868346,0.0,0.16512682087983116,10538657.948322816,87722647.49511826,0.011915076906742338,0.0,66629563.55863415,0.0,128071.4816455692,0.0,7.311545127511933e-05,0.0,90595441.88119246,0.0,121200000.0,0.0
1801,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,5,4,0,7,7,0,5,3,0,2,0.0,60717312.84309486,0.0,41145052.22629455,59410102.93073928,0.047183164602843074,0.0,65547722.11683032,0.0,0.0,28265438.623856276,0.0,0.0,60854576.45659251,0.0,691700000.0,0.0
1802,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,4,5,1,1,0,0,1,0,7,1,0,0,1,1,0.0,219678615.6365205,0.0,13363810.472581487,77797112.44472042,0.015865141077249637,64583467.6781056,20299287.62732069,0.14189989547124887,0.0,22258486.725668453,0.0,24172173.265825808,50929971.20054293,0.02690672776621503,387000000.0,0.0
1803,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,4,3,2,1,0,1,9,5,7,1,2,4,0,0,7,0.0,143356957.13390714,0.0,1081816.7505974483,77797112.44472042,0.0012522237060551276,0.0,134352436.64060292,0.0,0.0,24626847.251278743,0.0,9983417.494698506,44193513.54513965,0.011018915934645063,1925400000.0,0.0
1804,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,7,6,6,0,0,0,7,5,0,0,0,1,0,0,0,0.0,238931234.54161525,0.0,32929066.068450995,0.0,0.00454607436486858,0.0,70656192.99188861,0.0,3916222.191005909,6320800.309666242,0.0002784235762979088,90945991.33083545,0.0,0.012050592353025438,504600000.0,9603.767676905929
1805,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,6,10,3,1,7,7,3,0,4,0,0,0,0,0,0,0.0,249466230.00205302,0.0,4485248.053666991,209991277.7959833,0.005268789371293166,0.0,53401633.19836887,0.0,9446425.406063829,0.0,0.0058822425465130425,116304750.99313578,0.0,0.12876040439723785,807000000.0,0.0
1806,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,9,6,8,5,0,2,7,4,0,3,4,0,1,6,0.0,311802246.29243547,0.0,0.0,159009199.8289076,0.0,8673779.053873949,94494573.90116078,0.019360167650969727,5398396.832842444,19176830.963968083,0.0033269783329765586,48869557.32633988,66687072.31506137,0.05450103383790045,520200000.0,0.0
1807,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,9,10,9,6,1,0,0,0,2,6,2,4,7,1,6,0.0,375398028.31177455,0.0,0.0,112832601.01821715,0.0,48876097.48739125,22167818.198803753,0.10733776135818267,0.0,34241351.122248925,0.0,0.0,128563448.37726545,0.0,556800000.0,0.0
1808,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,3,4,7,1,0,3,6,4,1,0,0,0,0,1,0.0,177198159.8683943,0.0,0.0,121701716.67461371,0.0,1075102.577676666,94653317.64573961,0.0024217926840910792,7853359.133883389,6320800.309666242,0.005234096081305345,98630967.42002136,25037214.086173728,0.10979562924466621,738000000.0,0.0
1809,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,3,7,4,7,0,0,0,0,7,7,0.0,82177854.37813279,0.0,13043471.808801373,87722647.49511826,0.015398151605382332,0.0,117150034.25041166,0.0,15867002.753533712,0.0,0.009756835251532408,26285759.232067555,100105457.62015328,0.029045987206153555,217800000.0,0.0
1810,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,10,7,7,0,7,0,1,2,0,0,1,0,0,1,0.0,229659873.41972476,0.0,0.0,166071355.5283289,0.0,53209027.27097975,43224599.14167526,0.11669980531726087,10827150.97663945,6320800.309666242,0.006720463662863863,54925985.87575967,25037214.086173728,0.06097355790463102,604800000.0,0.0
1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,8,3,0,0,6,7,7,7,6,7,6,7202682.504216836,131444749.25204396,0.006320304144476086,6521735.904400687,187035921.40453216,0.007699075802691166,79238677.09493458,31398797.71871161,0.1727964693578714,0.0,55132637.76085901,0.0,0.0,156671621.12146983,0.0,0.0,0.0
1812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,7,0,1,5,4,7,0,6,0,1,5,0,0,0,0.0,154345864.93625224,0.0,6521735.904400687,164961987.05957726,0.001154861370403675,0.0,73946120.41768885,0.0,4419983.489142272,17767801.395336673,0.00041415433137403,122061764.9673455,0.0,0.020365693551912315,256100000.00000003,8239.11569664406
1813,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,6,1,5,8,7,0,0,0,0,0,3,0,3,0.0,102192937.55533153,0.0,3334565.357600883,199116736.10355347,0.003886156090814052,0.0,34221561.73832255,0.0,16377824.434768988,0.0,0.010178332968760891,0.0,63921995.57957761,0.0,146000000.0,0.0
1814,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4,6,4,3,5,1,0,0,0,0,3,0,0,4,0,0.0,184254963.38440505,0.0,567748.7283180743,163593231.7606583,0.0006872211196170678,85244858.13127472,0.0,0.18669035864505726,1745935.6942077186,8453407.696608048,0.0010397497524390188,23149834.15430337,33377116.55719709,0.025529399901026234,860900000.0,0.0
1815,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,3,6,4,3,5,0,1,3,3,0,0,2,3,1,1,0.0,174191389.1976829,0.0,0.0,113553565.23269883,0.0,6379293.802219968,73003113.46313787,0.014024738693190613,4588494.9791057175,7332080.219521779,0.002790010175636298,0.0,86682896.14650115,0.0,1063100000.0,0.0
1816,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3,1,0,0,0,0,0,7,6,4,0,7,7,0,0,7,0.0,32694901.094161935,0.0,44197015.5138625,0.0,0.006104324771098126,0.0,114811858.60797407,0.0,0.0,32304948.475029543,0.0,0.0,44193513.54513965,0.0,718000000.0,2937.645781711583
1817,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,6,4,6,1,1,1,3,5,0,1,5,0,0,0,0.0,156022371.27999088,0.0,0.0,161218867.0,0.0,12472075.957898725,78265241.8355712,0.009976041260628007,4579414.188795995,17767801.395336673,0.0010324938989466638,123325417.82808948,0.0,0.049389912482859545,909500000.0,5130.603105920558
1818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,1,0,1,7,2,7,0,0,0,0,7,2,0.0,125788764.77143934,0.0,16464509.092891775,77797112.0,0.0023377421091193883,0.0,108572713.90717748,0.0,15805986.341477808,0.0,0.0011629063564882905,26285759.232067555,79084435.94406682,0.003485518464738426,217800000.0,4493.797330670583
1819,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6,1,3,1,3,1,2,1,0,0,6,0,0,6,7202682.504216836,136851315.59679127,0.006320304144476086,0.0,144868808.0,0.0,12388759.420861494,65676736.01177071,0.02738087695777046,4023075.5077874106,12586457.998778107,0.0024168916816773513,20140930.563408665,40273672.383724004,0.02224430450096458,377300000.0,0.0
1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,1,2,0,0,3,7,7,7,3,6,0,1,0.0,102192937.55533153,0.0,7657233.361036835,82526679.0,0.0010888221650310363,40672760.0714662,62048975.90137317,0.010648087478917014,0.0,45835762.945968896,0.0,0.0,70903162.7249229,0.0,0.0,2720.28839332978
1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,4,1,7,3,1,0,0,1,8,6,194045712.11868346,0.0,0.01981521850557974,0.0,267683805.0,0.0,0.0,87350776.23968306,0.0,0.0,6320800.309666242,0.0,0.0,129651363.06280118,0.0,0.0,3054.597894681109
1822,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,3,1,0,3,0,0,0,0,0,0,7,0,0,0.0,164837270.4882678,0.0,13043471.808801373,87722647.0,0.015398151605382332,85158133.91656367,0.0,0.18634649849018392,5237807.082623156,0.0,0.0031192492573170567,0.0,44193513.54513965,0.0,256100000.00000003,0.0
1823,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,8,0,1,2,6,0,0,0,0,0,1,129363808.0791223,42291505.65437629,0.11008454725322078,17726805.532050185,81277411.0,0.020018280681236632,0.0,77953409.18071027,0.0,3305737.2995381816,0.0,0.00206505312927027,10803984.077789793,25037214.086173728,0.01205091169568442,256100000.00000003,0.0
1824,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,6,1,7,4,0,5,0,0,3,0,2,64681904.03956115,78453877.84187987,0.05504227362661039,0.0,154933309.0,0.0,0.0,67626108.28683192,0.0,0.0,11068771.68625446,0.0,5333029.467151267,60854576.45659251,0.006060836320591253,30700000.0,0.0
1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,3,7,0,7,0,4,7,7,194045712.11868346,0.0,0.16512682087983116,0.0,166071355.0,0.0,0.0,112723554.27543761,0.0,2173376.7663297374,14261651.781499248,0.0012448119166826753,0.0,147882771.10991183,0.0,0.0,0.0
1826,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,7,0,0,6,0,0,3,0,0,1,0,0,0,7202682.504216836,181693838.44953766,0.006320304144476086,41145052.22629455,66045103.0,0.047183164602843074,40389823.072407275,24198032.45136138,0.08753243498563185,2738349.361882342,6320800.309666242,0.001693832518461173,50705287.87211468,0.0,0.056347067711083165,256100000.00000003,0.0
1827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,4,1,0,0,1,1,0,0,0,0,0,0,0,0.0,141847108.73659444,0.0,19565207.71320206,38245121.0,0.00277166728896882,26615155.466875933,41292219.28177295,0.007109852419821835,15581083.70688812,0.0,0.0011415734303023806,78857277.69620267,0.0,0.010456555394215278,84600000.0,10186.46240099956
1828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,8,5,3,0,0,1,0,7,0,2,7,6,0.0,159512409.85228848,0.0,0.0,233057570.0,0.0,91774944.29444812,20299287.62732069,0.20076221235082384,2854215.845469454,14261651.781499248,0.0016955308682941477,0.0,129338007.42104682,0.0,84600000.0,0.0
1829,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,10,3,3,3,7,0,0,6,0,0,1,0,0,0,0.0,192254522.00706422,0.0,0.0,190450460.0,0.0,24527569.23061128,31398797.71871161,0.053770707616952185,13345338.776431762,6320800.309666242,0.008323816664033869,95835650.34098002,0.0,0.10622274485288459,417700000.0,0.0
1830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,3,1,0,0,3,7,0,0,0,0,0,0,0.0,83497824.69174261,0.0,567748.7283180743,90143923.0,0.0006872211196170678,29488291.4784455,62048975.90137317,0.06464491875474498,8087344.218195764,0.0,0.005008576459426545,100686334.81639388,0.0,0.11136966949918481,256100000.00000003,0.0
1831,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,6,6,4,0,1,0,3,1,2,0,0,0,0,0,6,0.0,206605892.4244883,0.0,19946851.463484313,38245121.0,0.023165563089443498,0.0,72006834.11481157,0.0,1405151.0443943525,0.0,0.0008325296537796344,71052156.59896882,40273672.383724004,0.07875881609748148,1621600000.0,0.0
1832,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,6,8,6,6,8,6,4,2,5,7,0,0,0,0.0,117299462.54481953,0.0,0.0,273404450.0,0.0,0.0,120629174.17062208,0.0,1035029.4957988897,37213531.820345156,0.0007189260578999889,127966313.44037154,0.0,0.14276922322347146,417700000.0,0.0
1833,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,5,6,1,1,7,5,0,3,4,6,4,7,1,1,0,0.0,173111848.8563866,0.0,5368238.797435265,191797612.0,0.0022676740827691534,17182639.156149343,53401633.19836887,0.013518923230222475,0.0,44404044.1980267,0.0,0.0,50929971.20054293,0.0,498500000.0,625.0393909194485
1834,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,4,5,1,1,0,7,6,7,0,2,7,0,0,6,0.0,146023907.9151004,0.0,1984873.2955273571,77797112.0,0.002318588852137618,0.0,126912422.71320203,0.0,2258577.198088425,22585050.269750636,0.0013564512283150041,29799592.1844017,40273672.383724004,0.033069753666351884,1176700000.0,0.0
1835,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,2,0,7,1,7,0,0,0,0,7,4,0.0,95486976.46933737,0.0,15017986.424171248,42818415.0,0.01742882635403512,0.0,104678711.27468342,0.0,15568346.821788024,0.0,0.009540799305205083,23149834.15430337,86420965.59927613,0.025529399901026234,115300000.0,0.0
1836,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,0,0,3,1,4,0,0,0,0,0,3,0.0,249466230.00205302,0.0,61717578.33944182,0.0,0.07077474690426461,0.0,76851682.0937924,0.0,6086868.6037780745,0.0,0.0035250941635968872,8893429.887914136,30351526.042379983,0.009770703450119288,520200000.0,0.0
1837,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,9,10,4,1,2,3,7,7,5,7,3,1,1,1,6,0.0,304551961.24843085,0.0,3334565.357600883,135443356.0,0.0013990161926930589,0.0,123613076.33425403,0.0,0.0,33801522.61574014,0.0,31079988.00027894,94003040.7224447,0.012592816373229392,402100000.0,1259.7087888453484
1838,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,3,3,1,0,0,0,7,0,0,7,0,0,0,0.0,126829027.92959374,0.0,567748.7283180743,90143923.0,0.0006872211196170678,56733263.81884465,34221561.73832255,0.12407705665632854,1206180.2376224294,14261651.781499248,0.000711972189753418,89044977.8214504,0.0,0.09875650208328582,512200000.00000006,0.0
1839,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,2,6,3,6,4,1,0,0,0,0,0,0.0,208032489.48873264,0.0,23993563.397237673,113454271.0,0.02767461493870077,0.0,94653317.64573961,0.0,5181458.300687515,6320800.309666242,0.003430908347538731,85920367.25467107,0.0,0.09545524862543682,604800000.0,0.0
1840,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,7,6,1,0,0,1,4,3,1,0,0,1,0,0,4,0.0,195559644.92531753,0.0,26437958.765967652,38245121.0,0.0305247580650075,0.0,79764188.2348486,0.0,4712578.508450191,6320800.309666242,0.0028378232826002025,60630660.88722363,33377116.55719709,0.06694773529458578,589200000.0,0.0
1841,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,3,5,6,4,1,0,4,0,0,4,7,0,4,0,0,0,0.0,195040666.04236764,0.0,8970496.107333982,93427003.0,0.00126450944911036,24527569.23061128,26403379.542306438,0.006452484914034263,0.0,26527642.362493023,0.0,122519248.99372381,0.0,0.016347091879502045,550900000.0,11389.390035203698
1842,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,4,6,4,1,0,3,0,7,0,0,4,5,0,1,0.0,192730334.84053624,0.0,0.0,97105266.60422453,0.0,2146677.5360411927,62048975.90137317,0.004829598412785123,6331055.588756305,9695195.36216505,0.003957636845789795,0.0,66294113.011456475,0.0,473900000.0,0.0
1843,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,4,5,5,0,0,0,0,4,0,0,0,1,0,0,4,0.0,182614739.10721666,0.0,61717578.33944182,0.0,0.008492969628511753,19658242.15219334,26403379.542306438,0.005107058146754356,1227605.9323497098,6320800.309666242,8.399105101096518e-05,8893429.887914136,33377116.55719709,0.0011724844140143147,473900000.0,5991.784230681074
1844,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,3,7,0,6,1,0,1,6,1,0,0,0,1,0,7,0,0.0,144956226.29360634,0.0,10991311.641344441,77797112.44472042,0.001552559969541037,0.0,56232105.137590505,0.0,7673893.9270391585,6320800.309666242,0.0005724078583900095,38768250.33104526,44193513.54513965,0.005150416175889514,589200000.0,4388.832039321953
1845,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,6,7,2,2,2,0,0,0,7,6,5,1,0,6,0.0,181693838.44953766,0.0,2010546.3230152868,137590968.2071998,0.0023770403888885884,36416429.42924936,0.0,0.07916949197754525,0.0,47317209.93537478,0.0,0.0,66687072.31506137,0.0,1184300000.0,0.0
1846,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,6,10,4,1,3,7,0,0,4,0,0,0,1,0,0,0.0,258978266.82536218,0.0,3334565.357600883,171584544.95486164,0.003886156090814052,16713904.815765321,26403379.542306438,0.036207909910218314,16276407.281293185,0.0,0.010068717304694521,21371482.13426747,25037214.086173728,0.02392692238621319,666200000.0,0.0
1847,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,9,2,3,0,4,4,2,1,6,0,2,0,0,0,0,0.0,196876854.9799376,0.0,6354913.596108067,114392792.32657647,0.007319260049031714,0.0,78606906.32934007,0.0,7263753.560560486,7332080.219521779,0.00460888942219548,111237148.06143603,0.0,0.12379362452816306,363800000.0,0.0
1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,5,7,5,1,0,0,0,0,0,0,64681904.03956115,90462322.17815001,0.05504227362661039,7061947.320950532,99685318.93337613,0.0083236008420894,0.0,101036232.36482415,0.0,12707902.93955886,0.0,0.007745918047129333,56452392.80397613,0.0,0.062408363693479775,0.0,0.0
1849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,2,3,7,4,1,0,7,1,8,6,194045712.11868346,0.0,0.024769023131974675,0.0,123591808.7282773,0.0,0.0,98996255.28181714,0.0,0.0,21069784.935395602,0.0,0.0,129651363.06280118,0.0,30700000.0,2458.719896286877
1850,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,9,9,6,7,6,0,1,0,1,0,7,1,64681904.03956115,42291505.65437629,0.05504227362661039,0.0,332681457.0529928,0.0,0.0,73946120.41768885,0.0,3656266.852170599,12857587.774250694,0.0024673547054010147,3680156.6997006354,75869639.77914998,0.004075270900280026,30700000.0,0.0
1851,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,3,9,0,1,0,0,9,0,0,0,0,8,0,129363808.0791223,42291505.65437629,0.016512682087983118,0.0,141741570.95077625,0.0,0.0,40609051.370577164,0.0,2295107.529501722,0.0,0.00020939019794320333,0.0,48463701.69719181,0.0,408000000.0,1799.8932238031048
1852,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,6,0,7,0,0,0,5,194045712.11868346,0.0,0.16512682087983116,1052169.8299214272,47842699.56310011,0.0011847245350180423,0.0,122543499.59055614,0.0,2034594.7549878554,14261651.781499248,0.001160120101992426,5234442.958194133,36676675.840294495,0.005786956571956432,61400000.0,0.0
